arxiv_id,title,abstract,published_date,updated_date,primary_category,categories,authors,doi,journal_reference,pdf_link
2412.20930v1,QAHAN: A Quantum Annealing Hard Attention Network,"Hard Attention Mechanisms (HAMs) effectively filter essential information
discretely and significantly boost the performance of machine learning models
on large datasets. Nevertheless, they confront the challenge of
non-differentiability, which raises the risk of convergence to a local optimum.
Quantum Annealing (QA) is expected to solve the above dilemma. We propose a
Quantum Annealing Hard Attention Mechanism (QAHAM) for faster convergence to
the global optimum without the need to compute grad...",2024-12-30,2024-12-30,quant-ph,quant-ph,Ren-Xin Zhao,,,http://arxiv.org/pdf/2412.20930v1
2412.20899v1,"DDIM sampling for Generative AIBIM, a faster intelligent structural
  design framework","Generative AIBIM, a successful structural design pipeline, has proven its
ability to intelligently generate high-quality, diverse, and creative shear
wall designs that are tailored to specific physical conditions. However, the
current module of Generative AIBIM that generates designs, known as the
physics-based conditional diffusion model (PCDM), necessitates 1000 iterations
for each generation due to its reliance on the denoising diffusion
probabilistic model (DDPM) sampling process. This leads...",2024-12-30,2024-12-30,cs.CV,"cs.CV,cs.LG",Zhili He; Yu-Hsing Wang,,,http://arxiv.org/pdf/2412.20899v1
2412.20892v2,Rethinking Aleatoric and Epistemic Uncertainty,"The ideas of aleatoric and epistemic uncertainty are widely used to reason
about the probabilistic predictions of machine-learning models. We identify
incoherence in existing discussions of these ideas and suggest this stems from
the aleatoric-epistemic view being insufficiently expressive to capture all the
distinct quantities that researchers are interested in. To address this we
present a decision-theoretic perspective that relates rigorous notions of
uncertainty, predictive performance and s...",2024-12-30,2025-06-30,cs.LG,"cs.LG,stat.ML",Freddie Bickford Smith; Jannik Kossen; Eleanor Trollope; Mark van der Wilk; Adam Foster; Tom Rainforth,,,http://arxiv.org/pdf/2412.20892v2
2501.14772v1,"DropMicroFluidAgents (DMFAs): Autonomous Droplet Microfluidic Research
  Framework Through Large Language Model Agents","Applying Large language models (LLMs) within specific domains requires
substantial adaptation to account for the unique terminologies, nuances, and
context-specific challenges inherent to those areas. Here, we introduce
DropMicroFluidAgents (DMFAs), an advanced language-driven framework leveraging
state-of-the-art pre-trained LLMs. DMFAs employs LLM agents to perform two key
functions: (1) delivering focused guidance, answers, and suggestions specific
to droplet microfluidics and (2) generating ...",2024-12-30,2024-12-30,cs.CY,"cs.CY,cs.AI",Dinh-Nguyen Nguyen; Raymond Kai-Yu Tong; Ngoc-Duy Dinh,,,http://arxiv.org/pdf/2501.14772v1
2412.20883v1,"Generative Deep Synthesis of MIMO Sensing Waveforms with Desired
  Transmit Beampattern","This paper develops a generative deep learning model for the synthesis of
multiple-input multiple-output (MIMO) active sensing waveforms with desired
properties, including constant modulus and a user-defined beampattern. The
proposed approach is capable synthesizing unique phase codes of on-the-fly,
which has the potential to reduce interference between co-existing active
sensing systems and facilitate Low Probability of Intercept/Low Probability of
Detection (LPI/LPD) radar operation. The paper...",2024-12-30,2024-12-30,eess.SP,eess.SP,Vesa Saarinen; Robin Rajamäki; Visa Koivunen,,,http://arxiv.org/pdf/2412.20883v1
2412.20868v1,"Machine Learning of Slow Collective Variables and Enhanced Sampling via
  Spatial Techniques","Understanding the long-time dynamics of complex physical processes depends on
our ability to recognize patterns. To simplify the description of these
processes, we often introduce a set of reaction coordinates, customarily
referred to as collective variables (CVs). The quality of these CVs heavily
impacts our comprehension of the dynamics, often influencing the estimates of
thermodynamics and kinetics from atomistic simulations. Consequently,
identifying CVs poses a fundamental challenge in chem...",2024-12-30,2024-12-30,physics.chem-ph,"physics.chem-ph,cs.LG",Tuğçe Gökdemir; Jakub Rydzewski,,,http://arxiv.org/pdf/2412.20868v1
2412.20799v1,"SFE-Net: Harnessing Biological Principles of Differential Gene
  Expression for Improved Feature Selection in Deep Learning Networks","In the realm of DeepFake detection, the challenge of adapting to various
synthesis methodologies such as Faceswap, Deepfakes, Face2Face, and
NeuralTextures significantly impacts the performance of traditional machine
learning models. These models often suffer from static feature representation,
which struggles to perform consistently across diversely generated deepfake
datasets. Inspired by the biological concept of differential gene expression,
where gene activation is dynamically regulated in ...",2024-12-30,2024-12-30,cs.MM,cs.MM,Yuqi Li; Yuanzhong Zheng; Yaoxuan Wang; Jianjun Yin; Haojun Fei,,,http://arxiv.org/pdf/2412.20799v1
2412.20798v4,"Reconciling Privacy and Explainability in High-Stakes: A Systematic
  Inquiry","Deep learning's preponderance across scientific domains has reshaped
high-stakes decision-making, making it essential to follow rigorous operational
frameworks that include both Right-to-Privacy (RTP) and Right-to-Explanation
(RTE). This paper examines the complexities of combining these two
requirements. For RTP, we focus on `Differential privacy` (DP), which is
considered the current gold standard for privacy-preserving machine learning
due to its strong quantitative guarantee of privacy. For ...",2024-12-30,2025-05-22,cs.CR,"cs.CR,cs.AI,cs.CV",Supriya Manna; Niladri Sett,,,http://arxiv.org/pdf/2412.20798v4
2412.20762v1,"Enhancing Privacy in Federated Learning through Quantum Teleportation
  Integration","Federated learning enables collaborative model training across multiple
clients without sharing raw data, thereby enhancing privacy. However, the
exchange of model updates can still expose sensitive information. Quantum
teleportation, a process that transfers quantum states between distant
locations without physical transmission of the particles themselves, has
recently been implemented in real-world networks. This position paper explores
the potential of integrating quantum teleportation into f...",2024-12-30,2024-12-30,quant-ph,"quant-ph,cs.CR,cs.CY,cs.LG,68T07 (Primary), 68M14, 94A60 (Secondary),F.2.2; I.2.7; K.4.1; C.2.4",Koffka Khan,,,http://arxiv.org/pdf/2412.20762v1
2412.20744v1,"Advancing Parkinson's Disease Progression Prediction: Comparing Long
  Short-Term Memory Networks and Kolmogorov-Arnold Networks","Parkinson's Disease (PD) is a degenerative neurological disorder that impairs
motor and non-motor functions, significantly reducing quality of life and
increasing mortality risk. Early and accurate detection of PD progression is
vital for effective management and improved patient outcomes. Current
diagnostic methods, however, are often costly, time-consuming, and require
specialized equipment and expertise. This work proposes an innovative approach
to predicting PD progression using regression m...",2024-12-30,2024-12-30,cs.LG,"cs.LG,cs.AI",Abhinav Roy; Bhavesh Gyanchandani; Aditya Oza; Abhishek Sharma,,,http://arxiv.org/pdf/2412.20744v1
2412.20739v1,"Machine learning orbital-free density functional theory: taming quantum
  shell effects in deformed nuclei","Accurate description of deformed atomic nuclei by the orbital-free density
functional theory has been a longstanding textbook challenge, due to the
difficulty in accounting for the intricate quantum shell effects that are
present in such systems. Orbital-free density functional theory is, in
principle, capable of describing all effects of nuclear systems, as guaranteed
by the Hohenberg-Kohn theorem. However, from a microscopic perspective, shell
and deformation effects are believed to be intrins...",2024-12-30,2024-12-30,nucl-th,"nucl-th,nucl-ex,quant-ph",X. H. Wu; Z. X. Ren; P. W. Zhao,,,http://arxiv.org/pdf/2412.20739v1
2412.20688v1,"Revolutionizing Mobility:The Latest Advancements in Autonomous Vehicle
  Technology","Autonomous vehicle (AV) technology is transforming the landscape of
transportation bypromising safer, more efficient, and sustainable
mobilitysolutions. In recent years, significant advancements in AI, machine
learning, sensor fusion, and
vehicle-to-everything(V2X)communicationhavepropelledthedevelopmentoffullyautonomous
vehicles. This paper explores the cutting-edge technologies driving the
evolution of
AVs,thechallengesfacedintheirdeployment,andthepotentialsocietal,economic,and
regulatory impa...",2024-12-30,2024-12-30,cs.CE,cs.CE,Venkata Sai Chandra Prasanth Narisetty; Tejaswi Maddineni,10.62441/nano-ntp.vi.3615,,http://arxiv.org/pdf/2412.20688v1
2412.20674v1,"Blockchain-Empowered Cyber-Secure Federated Learning for Trustworthy
  Edge Computing","Federated Learning (FL) is a privacy-preserving distributed machine learning
scheme, where each participant data remains on the participating devices and
only the local model generated utilizing the local computational power is
transmitted throughout the database. However, the distributed computational
nature of FL creates the necessity to develop a mechanism that can remotely
trigger any network agents, track their activities, and prevent threats to the
overall process posed by malicious partic...",2024-12-30,2024-12-30,cs.DC,"cs.DC,cs.CR,cs.LG",Ervin Moore; Ahmed Imteaj; Md Zarif Hossain; Shabnam Rezapour; M. Hadi Amini,,,http://arxiv.org/pdf/2412.20674v1
2501.01447v2,"Analyzing Country-Level Vaccination Rates and Determinants of Practical
  Capacity to Administer COVID-19 Vaccines","The COVID-19 vaccine development, manufacturing, transportation, and
administration proved an extreme logistics operation of global magnitude.
Global vaccination levels, however, remain a key concern in preventing the
emergence of new strains and minimizing the impact of the pandemic's disruption
of daily life. In this paper, country-level vaccination rates are analyzed
through a queuing framework to extract service rates that represent the
practical capacity of a country to administer vaccines....",2024-12-30,2025-01-08,econ.GN,"econ.GN,cs.LG,econ.EM,q-fin.EC,stat.AP",Sharika J. Hegde; Max T. M. Ng; Marcos Rios; Hani S. Mahmassani; Ying Chen; Karen Smilowitz,,,http://arxiv.org/pdf/2501.01447v2
2501.00072v1,Open-Book Neural Algorithmic Reasoning,"Neural algorithmic reasoning is an emerging area of machine learning that
focuses on building neural networks capable of solving complex algorithmic
tasks. Recent advancements predominantly follow the standard supervised
learning paradigm -- feeding an individual problem instance into the network
each time and training it to approximate the execution steps of a classical
algorithm. We challenge this mode and propose a novel open-book learning
framework. In this framework, whether during training...",2024-12-30,2024-12-30,cs.LG,"cs.LG,cs.AI",Hefei Li; Chao Peng; Chenyang Xu; Zhengfeng Yang,,,http://arxiv.org/pdf/2501.00072v1
2412.20641v1,"SafeSynthDP: Leveraging Large Language Models for Privacy-Preserving
  Synthetic Data Generation Using Differential Privacy","Machine learning (ML) models frequently rely on training data that may
include sensitive or personal information, raising substantial privacy
concerns. Legislative frameworks such as the General Data Protection Regulation
(GDPR) and the California Consumer Privacy Act (CCPA) have necessitated the
development of strategies that preserve privacy while maintaining the utility
of data. In this paper, we investigate the capability of Large Language Models
(LLMs) to generate synthetic datasets integra...",2024-12-30,2024-12-30,cs.LG,"cs.LG,cs.CR",Md Mahadi Hasan Nahid; Sadid Bin Hasan,,,http://arxiv.org/pdf/2412.20641v1
2412.20635v1,"NetFlowGen: Leveraging Generative Pre-training for Network Traffic
  Dynamics","Understanding the traffic dynamics in networks is a core capability for
automated systems to monitor and analyze networking behaviors, reducing
expensive human efforts and economic risks through tasks such as traffic
classification, congestion prediction, and attack detection. However, it is
still challenging to accurately model network traffic with machine learning
approaches in an efficient and broadly applicable manner. Task-specific models
trained from scratch are used for different networki...",2024-12-30,2024-12-30,cs.LG,"cs.LG,cs.AI,cs.NI",Jiawei Zhou; Woojeong Kim; Zhiying Xu; Alexander M. Rush; Minlan Yu,,,http://arxiv.org/pdf/2412.20635v1
2412.20605v1,LEARNER: A Transfer Learning Method for Low-Rank Matrix Estimation,"Low-rank matrix estimation is a fundamental problem in statistics and machine
learning. In the context of heterogeneous data generated from diverse sources,
a key challenge lies in leveraging data from a source population to enhance the
estimation of a low-rank matrix in a target population of interest. One such
example is estimating associations between genetic variants and diseases in
non-European ancestry groups. We propose an approach that leverages similarity
in the latent row and column sp...",2024-12-29,2024-12-29,stat.ME,"stat.ME,stat.CO,stat.ML",Sean McGrath; Cenhao Zhu; Min Guo; Rui Duan,,,http://arxiv.org/pdf/2412.20605v1
2412.20588v2,Kryptonite-N: Machine Learning Strikes Back,"Quinn et al propose challenge datasets in their work called ``Kryptonite-N"".
These datasets aim to counter the universal function approximation argument of
machine learning, breaking the notation that machine learning can ``approximate
any continuous function"" \cite{original_paper}. Our work refutes this claim and
shows that universal function approximations can be applied successfully; the
Kryptonite datasets are constructed predictably, allowing logistic regression
with sufficient polynomial e...",2024-12-29,2025-01-26,cs.LG,"cs.LG,cs.AI",Albus Li; Nathan Bailey; Will Sumerfield; Kira Kim,,,http://arxiv.org/pdf/2412.20588v2
2412.20573v1,"The intrinsic motivation of reinforcement and imitation learning for
  sequential tasks","This work in the field of developmental cognitive robotics aims to devise a
new domain bridging between reinforcement learning and imitation learning, with
a model of the intrinsic motivation for learning agents to learn with guidance
from tutors multiple tasks, including sequential tasks. The main contribution
has been to propose a common formulation of intrinsic motivation based on
empirical progress for a learning agent to choose automatically its learning
curriculum by actively choosing its ...",2024-12-29,2024-12-29,cs.AI,"cs.AI,cs.HC,cs.LG,cs.RO,I.2.6; I.2.9",Sao Mai Nguyen,,,http://arxiv.org/pdf/2412.20573v1
2412.20556v1,"Distributionally Robust Optimization via Iterative Algorithms in
  Continuous Probability Spaces","We consider a minimax problem motivated by distributionally robust
optimization (DRO) when the worst-case distribution is continuous, leading to
significant computational challenges due to the infinite-dimensional nature of
the optimization problem. Recent research has explored learning the worst-case
distribution using neural network-based generative models to address these
computational challenges but lacks algorithmic convergence guarantees. This
paper bridges this theoretical gap by presenti...",2024-12-29,2024-12-29,stat.ML,"stat.ML,cs.LG,math.OC",Linglingzhi Zhu; Yao Xie,,,http://arxiv.org/pdf/2412.20556v1
2412.20550v1,"Machine learning discoveries of ASCL2-X synergy in ETC-1922159 treated
  colorectal cancer cells","Achaete-scute complex homolog 2 (ASCL2) codes a part of the basic
helix-loop-helix (BHLH) transcription factor family. WNTs have been found to
directly affect the stemness of the tumor cells via regulation of ASCL2.
Switching off the ASCL2 literally blocks the stemness process of the tumor
cells and vice versa. In colorectal cancer (CRC) cells treated with
ETC-1922159, ASCL2 was found to be down regulated along with other genes. A
recently developed search engine ranked combinations of ASCL2-X (...",2024-12-29,2024-12-29,q-bio.MN,q-bio.MN,Shriprakash Sinha,,,http://arxiv.org/pdf/2412.20550v1
2412.20535v1,Inference with Randomized Regression Trees,"Regression trees are a popular machine learning algorithm that fit piecewise
constant models by recursively partitioning the predictor space. In this paper,
we focus on performing statistical inference in a data-dependent model obtained
from the fitted tree. We introduce Randomized Regression Trees (RRT), a novel
selective inference method that adds independent Gaussian noise to the gain
function underlying the splitting rules of classic regression trees.
  The RRT method offers several advantag...",2024-12-29,2024-12-29,stat.ME,stat.ME,Soham Bakshi; Yiling Huang; Snigdha Panigrahi; Walter Dempsey,,,http://arxiv.org/pdf/2412.20535v1
2501.14771v2,"Dynamic Adaptation in Data Storage: Real-Time Machine Learning for
  Enhanced Prefetching","The exponential growth of data storage demands has necessitated the evolution
of hierarchical storage management strategies [1]. This study explores the
application of streaming machine learning [3] to revolutionize data prefetching
within multi-tiered storage systems. Unlike traditional batch-trained models,
streaming machine learning [5] offers adaptability, real-time insights, and
computational efficiency, responding dynamically to workload variations. This
work designs and validates an innov...",2024-12-29,2025-01-28,cs.DC,"cs.DC,cs.LG,cs.OS",Chiyu Cheng; Chang Zhou; Yang Zhao; Jin Cao,,,http://arxiv.org/pdf/2501.14771v2
2501.14770v2,"Optimizing SSD Caches for Cloud Block Storage Systems Using Machine
  Learning Approaches","The growing demand for efficient cloud storage solutions has led to the
widespread adoption of Solid-State Drives (SSDs) for caching in cloud block
storage systems. The management of data writes to SSD caches plays a crucial
role in improving overall system performance, reducing latency, and extending
the lifespan of storage devices. A critical challenge arises from the large
volume of write-only data, which significantly impacts the performance of SSD
caches when handled inefficiently. Specific...",2024-12-29,2025-01-28,cs.DC,"cs.DC,cs.LG,cs.OS",Chiyu Cheng; Chang Zhou; Yang Zhao; Jin Cao,,,http://arxiv.org/pdf/2501.14770v2
2412.20512v1,Dive into Time-Series Anomaly Detection: A Decade Review,"Recent advances in data collection technology, accompanied by the ever-rising
volume and velocity of streaming data, underscore the vital need for time
series analytics. In this regard, time-series anomaly detection has been an
important activity, entailing various applications in fields such as cyber
security, financial markets, law enforcement, and health care. While
traditional literature on anomaly detection is centered on statistical
measures, the increasing number of machine learning algor...",2024-12-29,2024-12-29,cs.LG,"cs.LG,cs.AI,cs.DB,stat.ML",Paul Boniol; Qinghua Liu; Mingyi Huang; Themis Palpanas; John Paparrizos,,,http://arxiv.org/pdf/2412.20512v1
2503.13450v2,"The Future of IPTV: Security, AI Integration, 5G, and Next-Gen Streaming","The evolution of Internet Protocol Television (IPTV) has transformed the
landscape of digital broadcasting by leveraging high-speed internet
connectivity to deliver high-quality multimedia content. IPTV provides a
dynamic and interactive television experience through managed networks,
ensuring superior Quality of Service (QoS) compared to open-network Internet
TV. This study explores the technical infrastructure of IPTV, including its
network architecture, data compression techniques, and the ro...",2024-12-29,2025-03-20,cs.NI,"cs.NI,cs.IT,eess.IV,eess.SP,math.IT",Georgios Giannakopoulos; Peter Adegbenro; Maria Antonnette Perez,,,http://arxiv.org/pdf/2503.13450v2
2412.20496v1,Random Matrix Theory for Stochastic Gradient Descent,"Investigating the dynamics of learning in machine learning algorithms is of
paramount importance for understanding how and why an approach may be
successful. The tools of physics and statistics provide a robust setting for
such investigations. Here we apply concepts from random matrix theory to
describe stochastic weight matrix dynamics, using the framework of Dyson
Brownian motion. We derive the linear scaling rule between the learning rate
(step size) and the batch size, and identify universal...",2024-12-29,2024-12-29,hep-lat,"hep-lat,cond-mat.dis-nn,cs.LG",Chanju Park; Matteo Favoni; Biagio Lucini; Gert Aarts,,,http://arxiv.org/pdf/2412.20496v1
2412.20467v1,"Utilizing Multimodal Data for Edge Case Robust Call-sign Recognition and
  Understanding","Operational machine-learning based assistant systems must be robust in a wide
range of scenarios. This hold especially true for the air-traffic control (ATC)
domain. The robustness of an architecture is particularly evident in edge
cases, such as high word error rate (WER) transcripts resulting from noisy ATC
recordings or partial transcripts due to clipped recordings. To increase the
edge-case robustness of call-sign recognition and understanding (CRU), a core
tasks in ATC speech processing, we...",2024-12-29,2024-12-29,cs.CL,cs.CL,Alexander Blatt; Dietrich Klakow,,,http://arxiv.org/pdf/2412.20467v1
2412.20444v1,"Machine learning the Renyi entropy of multiple disjoint intervals with
  neural networks","Renyi entropy with multiple disjoint intervals are computed from the improved
swapping operations by two methods: one is from the direct diagonalization of
the Hamiltonian and the other one is from the state-of-the-art machine learning
method with neural networks. We use the paradigmatic transverse-field Ising
model in one-dimension to demonstrate the strategy of the improved swapping
operation. In particular, we study the second Renyi entropy with two, three and
four disjoint intervals. We find...",2024-12-29,2024-12-29,cond-mat.stat-mech,"cond-mat.stat-mech,hep-th",Han-Qing Shi; Hai-Qing Zhang,,,http://arxiv.org/pdf/2412.20444v1
2412.20406v1,A Multidisciplinary Approach to Telegram Data Analysis,"This paper presents a multidisciplinary approach to analyzing data from
Telegram for early warning information regarding cyber threats. With the
proliferation of hacktivist groups utilizing Telegram to disseminate
information regarding future cyberattacks or to boast about successful ones,
the need for effective data analysis methods is paramount. The primary
challenge lies in the vast number of channels and the overwhelming volume of
data, necessitating advanced techniques for discerning pertin...",2024-12-29,2024-12-29,cs.CR,"cs.CR,cs.CL,cs.LG,F.2.2; I.2.6; I.2.8; I.5.2",Velizar Varbanov; Kalin Kopanov; Tatiana Atanasova,10.5593/sgem2024/2.1/s07.01,,http://arxiv.org/pdf/2412.20406v1
2412.20385v2,A Particle Algorithm for Mean-Field Variational Inference,"Variational inference is a fast and scalable alternative to Markov chain
Monte Carlo and has been widely applied to posterior inference tasks in
statistics and machine learning. A traditional approach for implementing
mean-field variational inference (MFVI) is coordinate ascent variational
inference (CAVI), which relies crucially on parametric assumptions on complete
conditionals. In this paper, we introduce a novel particle-based algorithm for
mean-field variational inference, which we term PAr...",2024-12-29,2025-02-11,math.ST,"math.ST,cs.LG,math.OC,stat.ML,stat.TH",Qiang Du; Kaizheng Wang; Edith Zhang; Chenyang Zhong,,,http://arxiv.org/pdf/2412.20385v2
2412.20380v1,"Artificial Intelligence for Quantum Error Correction: A Comprehensive
  Review","Quantum Error Correction (QEC) is the process of detecting and correcting
errors in quantum systems, which are prone to decoherence and quantum noise.
QEC is crucial for developing stable and highly accurate quantum computing
systems, therefore, several research efforts have been made to develop the best
QEC strategy. Recently, Google's breakthrough shows great potential to improve
the accuracy of the existing error correction methods. This survey provides a
comprehensive review of advancements ...",2024-12-29,2024-12-29,quant-ph,quant-ph,Zihao Wang; Hao Tang,,,http://arxiv.org/pdf/2412.20380v1
2412.20345v1,"Deep Learning in Image Classification: Evaluating VGG19's Performance on
  Complex Visual Data","This study aims to explore the automatic classification method of pneumonia
X-ray images based on VGG19 deep convolutional neural network, and evaluate its
application effect in pneumonia diagnosis by comparing with classic models such
as SVM, XGBoost, MLP, and ResNet50. The experimental results show that VGG19
performs well in multiple indicators such as accuracy (92%), AUC (0.95), F1
score (0.90) and recall rate (0.87), which is better than other comparison
models, especially in image feature ...",2024-12-29,2024-12-29,cs.CV,"cs.CV,cs.LG",Weijie He; Tong Zhou; Yanlin Xiang; Yang Lin; Jiacheng Hu; Runyuan Bao,,,http://arxiv.org/pdf/2412.20345v1
2412.20330v1,"Zeroth-Order Methods for Nonconvex Stochastic Problems with
  Decision-Dependent Distributions","In this study, we consider an optimization problem with uncertainty dependent
on decision variables, which has recently attracted attention due to its
importance in machine learning and pricing applications. In this problem, the
gradient of the objective function cannot be obtained explicitly because the
decision-dependent distribution is unknown. Therefore, several zeroth-order
methods have been proposed, which obtain noisy objective values by sampling and
update the iterates. Although these ex...",2024-12-29,2024-12-29,math.OC,"math.OC,cs.LG,65K05, 90C15, 90C30, 90C56,G.1.6; G.3",Yuya Hikima; Akiko Takeda,,,http://arxiv.org/pdf/2412.20330v1
2412.20302v2,EXAdam: The Power of Adaptive Cross-Moments,"This paper introduces EXAdam ($\textbf{EX}$tended $\textbf{Adam}$), a novel
optimization algorithm that builds upon the widely-used Adam optimizer. EXAdam
incorporates two key enhancements: (1) new debiasing terms for improved moment
estimation and (2) a gradient-based acceleration mechanism for increased
responsiveness to the current loss landscape. These innovations work
synergistically to address limitations of the original Adam algorithm,
potentially offering improved convergence properties,...",2024-12-29,2025-05-16,cs.LG,"cs.LG,cs.AI,math.OC",Ahmed M. Adly,,,http://arxiv.org/pdf/2412.20302v2
2412.20301v1,Distributed Hybrid Sketching for $\ell_2$-Embeddings,"Linear algebraic operations are ubiquitous in engineering applications, and
arise often in a variety of fields including statistical signal processing and
machine learning. With contemporary large datasets, to perform linear algebraic
methods and regression tasks, it is necessary to resort to both distributed
computations as well as data compression. In this paper, we study
\textit{distributed} $\ell_2$-subspace embeddings, a common technique used to
efficiently perform linear regression. In our...",2024-12-29,2024-12-29,math.NA,"math.NA,cs.DC,cs.IT,cs.NA,eess.SP,math.IT,65F10, 65F20, 65F55, 65B99, 65Z05, 68P20, 68P27, 68P30, 68U01,
  68W10, 68W15, 68W20, 68W25, 94D99,G.1.2; G.1.3; E.4",Neophytos Charalambides; Arya Mazumdar,,,http://arxiv.org/pdf/2412.20301v1
2412.20298v1,"An experimental study on fairness-aware machine learning for credit
  scoring problem","Digitalization of credit scoring is an essential requirement for financial
organizations and commercial banks, especially in the context of digital
transformation. Machine learning techniques are commonly used to evaluate
customers' creditworthiness. However, the predicted outcomes of machine
learning models can be biased toward protected attributes, such as race or
gender. Numerous fairness-aware machine learning models and fairness measures
have been proposed. Nevertheless, their performance i...",2024-12-28,2024-12-28,cs.LG,"cs.LG,cs.CY,stat.ML",Huyen Giang Thi Thu; Thang Viet Doan; Tai Le Quy,,,http://arxiv.org/pdf/2412.20298v1
2412.20279v1,"Deep Generalized Schrödinger Bridges: From Image Generation to Solving
  Mean-Field Games","Generalized Schr\""odinger Bridges (GSBs) are a fundamental mathematical
framework used to analyze the most likely particle evolution based on the
principle of least action including kinetic and potential energy. In parallel
to their well-established presence in the theoretical realms of quantum
mechanics and optimal transport, this paper focuses on an algorithmic
perspective, aiming to enhance practical usage. Our motivated observation is
that transportation problems with the optimality structur...",2024-12-28,2024-12-28,stat.ML,"stat.ML,cs.LG,math.OC",Guan-Horng Liu; Tianrong Chen; Evangelos A. Theodorou,,,http://arxiv.org/pdf/2412.20279v1
2412.20245v4,"Machine Learning-Enabled Multidimensional Data Utilization Through
  Multi-Resonance Architecture: A Pathway to Enhanced Accuracy in Biosensing","A novel framework is proposed that combines multi-resonance biosensors with
machine learning (ML) to significantly enhance the accuracy of parameter
prediction in biosensing. Unlike traditional single-resonance systems, which
are limited to one-dimensional datasets, this approach leverages
multi-dimensional data generated by a custom-designed nanostructure, a periodic
array of silicon nanorods with a triangular cross-section over an aluminum
reflector. High bulk sensitivity values are achieved f...",2024-12-28,2025-03-04,q-bio.QM,"q-bio.QM,eess.SP",Majid Aalizadeh; Morteza Azmoudeh Afshar; Xudong Fan,,,http://arxiv.org/pdf/2412.20245v4
2412.20242v2,"Single Higgs boson production in association with a top quark through
  FCNSI","We study the production and possible detection of a single Higgs boson in
association with a top quark in proton-proton collisions ($pp \to th + X$) at
the High-Luminosity Large Hadron Collider. This process absent in the Standard
Model is predicted by other models such as the Two-Higgs Doublet Model of type
III, which is the theoretical framework adopted in this work. Promising results
are found for specific scenarios of the model parameter space, which consist
mainly of the parameters $\tan\be...",2024-12-28,2025-07-16,hep-ph,hep-ph,V. M. López-Guerrero; M. A. Arroyo-Ureña; J. L. Díaz-Cruz; O. Félix-Beltrán; T. A. Valencia-Pérez,10.1016/j.physletb.2025.139553,,http://arxiv.org/pdf/2412.20242v2
2412.20241v2,"A Hybrid Quantum-Classical Autoencoder Framework for End-to-End
  Communication Systems","This paper investigates the application of quantum machine learning to
End-to-End (E2E) communication systems in wireless fading scenarios. We
introduce a novel hybrid quantum-classical autoencoder architecture that
combines parameterized quantum circuits with classical deep neural networks
(DNNs). Specifically, we propose a hybrid quantum-classical autoencoder (QAE)
framework to optimize the E2E communication system. Our results demonstrate the
feasibility of the proposed hybrid system, and rev...",2024-12-28,2024-12-31,cs.IT,"cs.IT,eess.SP,math.IT,quant-ph",Bolun Zhang; Gan Zheng; Nguyen Van Huynh,,,http://arxiv.org/pdf/2412.20241v2
2412.20235v1,"Enhancing Transfer Learning for Medical Image Classification with SMOTE:
  A Comparative Study","This paper explores and enhances the application of Transfer Learning (TL)
for multilabel image classification in medical imaging, focusing on brain tumor
class and diabetic retinopathy stage detection. The effectiveness of TL-using
pre-trained models on the ImageNet dataset-varies due to domain-specific
challenges. We evaluate five pre-trained models-MobileNet, Xception,
InceptionV3, ResNet50, and DenseNet201-on two datasets: Brain Tumor MRI and
APTOS 2019. Our results show that TL models excel...",2024-12-28,2024-12-28,eess.IV,"eess.IV,cs.CV",Md. Zehan Alam; Tonmoy Roy; H. M. Nahid Kawsar; Iffat Rimi,,,http://arxiv.org/pdf/2412.20235v1
2412.20210v2,"Towards Real-Time 2D Mapping: Harnessing Drones, AI, and Computer Vision
  for Advanced Insights","This paper presents an advanced mapping system that combines drone imagery
with machine learning and computer vision to overcome challenges in speed,
accuracy, and adaptability across diverse terrains. By automating processes
like feature detection, image matching, and stitching, the system produces
seamless, high-resolution maps with minimal latency, offering strategic
advantages in defense operations. Developed in Python, the system utilizes
OpenCV for image processing, NumPy for efficient com...",2024-12-28,2024-12-31,cs.CV,"cs.CV,cs.AI,cs.LG",Bharath Kumar Agnur,,,http://arxiv.org/pdf/2412.20210v2
2412.20192v1,"Learning physical unknowns from hydrodynamic shock and material
  interface features in ICF capsule implosions","In high energy density physics (HEDP) and inertial confinement fusion (ICF),
predictive modeling is complicated by uncertainty in parameters that
characterize various aspects of the modeled system, such as those
characterizing material properties, equation of state (EOS), opacities, and
initial conditions. Typically, however, these parameters are not directly
observable. What is observed instead is a time sequence of radiographic
projections using X-rays. In this work, we define a set of sparse ...",2024-12-28,2024-12-28,physics.comp-ph,"physics.comp-ph,cs.LG,hep-ph",Daniel A. Serino; Evan Bell; Marc Klasky; Ben S. Southworth; Balasubramanya Nadiga; Trevor Wilcox; Oleg Korobkin,,,http://arxiv.org/pdf/2412.20192v1
2412.20189v1,Accurate Coresets for Latent Variable Models and Regularized Regression,"Accurate coresets are a weighted subset of the original dataset, ensuring a
model trained on the accurate coreset maintains the same level of accuracy as a
model trained on the full dataset. Primarily, these coresets have been studied
for a limited range of machine learning models. In this paper, we introduce a
unified framework for constructing accurate coresets. Using this framework, we
present accurate coreset construction algorithms for general problems,
including a wide range of latent vari...",2024-12-28,2024-12-28,cs.LG,"cs.LG,stat.ML",Sanskar Ranjan; Supratim Shit,,,http://arxiv.org/pdf/2412.20189v1
